"";"ID";"value_mortgage";"value_nonmortgage"
"4905";"520-14-6757";0;9132
"4906";"124-41-3287";0;17504
"4907";"995-80-3163";376809;4336
"4908";"341-21-6178";0;3736
"4909";"385-34-1254";0;21517
"4910";"283-21-2327";0;8395
"4911";"478-27-4467";0;2967
"4912";"708-42-6970";0;6218
"4913";"213-85-7714";221441;5573
"4914";"413-21-5773";346033;24062
"4915";"953-94-3868";0;23726
"4916";"905-70-4654";0;2787
"4917";"651-75-7195";536948;7298
"4918";"990-57-5094";0;12115
"4919";"492-64-1345";0;5748
"4920";"891-81-6851";0;19813
"4921";"507-29-7198";0;5490
"4922";"889-18-5754";1189685;1639
"4923";"863-84-1841";0;10374
"4924";"451-94-4656";396924;4294
"4925";"456-92-4395";0;8447
"4926";"888-41-6748";0;13215
"4927";"388-30-3699";0;8729
"4928";"903-37-9007";0;4505
"4929";"952-27-2683";0;20170
"4930";"350-22-3654";0;1394
"4931";"368-76-9089";0;15667
"4932";"427-38-4855";0;2539
"4933";"421-37-7252";0;8670
"4934";"352-21-1137";0;26907
"4935";"712-49-4203";0;1735
"4936";"284-82-7607";400416;365
"4937";"346-81-2183";0;2237
"4938";"687-32-7154";271788;10962
"4939";"235-43-2557";545437;6525
"4940";"182-96-2643";0;21935
"4941";"458-58-6588";292608;8725
"4942";"998-85-2849";0;932
"4943";"896-16-1985";0;6753
"4944";"750-29-1954";378923;6259
"4945";"745-33-2612";0;23664
"4946";"624-86-2122";0;15812
"4947";"344-11-8029";0;11735
"4948";"271-71-5834";0;5212
"4949";"530-42-8984";0;14169
"4950";"923-96-3666";0;9002
"4951";"127-96-4689";0;2854
"4952";"435-64-1690";0;10595
"4953";"702-37-6938";588363;208
"4954";"410-69-1439";0;13452
"4955";"355-15-7799";750785;11528
"4956";"763-12-6632";285600;2411
"4957";"552-10-2282";501026;4721
"4958";"180-11-8854";548033;5307
"4959";"957-61-4637";0;13586
"4960";"709-13-5301";564494;5554
"4961";"339-35-6017";721687;765
"4962";"599-57-6130";0;11684
"4963";"330-60-3769";0;8899
"4964";"986-84-1578";0;4701
"4965";"348-12-6694";0;4973
"4966";"213-26-9684";517176;6810
"4967";"757-79-1893";0;13527
"4968";"585-12-4920";0;28075
"4969";"221-36-5409";0;7476
"4970";"706-57-3366";463536;1005
"4971";"699-45-8309";451858;10952
"4972";"821-79-6446";0;16804
"4973";"325-65-2264";0;7313
"4974";"588-93-2943";0;3978
"4975";"255-54-1873";615045;9869
"4976";"463-96-6386";0;6550
"4977";"434-97-7288";0;15243
"4978";"109-16-4463";375941;4805
"4979";"192-58-3433";934037;6465
"4980";"772-27-8903";0;22458
"4981";"690-52-4818";592627;2762
"4982";"550-73-1702";0;7882
"4983";"454-82-3045";0;24587
"4984";"739-88-5304";0;7654
"4985";"398-16-5640";448145;2574
"4986";"322-10-7323";0;3137
"4987";"581-14-5522";0;17086
"4988";"758-96-3335";0;1716
"4989";"429-66-8438";0;4519
"4990";"505-88-5521";0;2725
"4991";"653-68-7817";749053;9478
"4992";"676-81-5668";0;5907
"4993";"936-19-1896";0;6339
"4994";"184-37-5498";398817;8875
"4995";"799-21-9822";0;8040
"4996";"853-29-7775";0;10895
"4997";"241-64-4219";0;11702
"4998";"415-17-8645";0;1480
"4999";"392-30-7074";0;14228
"5000";"612-89-2395";0;10869
