"";"name";"ID";"agreement_start";"creditcardnr";"default";"date_of_default"
"2984";"Arminda Little";"133-61-4008";2002-01-08;"8032-8569-4789-3794";0;NA
"2985";"Odelia Parker";"861-61-3967";2001-03-31;"4552-4101-8622-7498";0;NA
"2986";"Ok Reichel";"801-22-9829";2002-04-15;"4023-5941-4771-8542";0;NA
"2987";"Noble Gusikowski";"782-22-7043";2002-11-12;"5351-4858-1718-9947";0;NA
"2988";"Reid Rau";"232-33-1061";2003-10-26;"2563-7429-5631-1122";1;"2019-11-08"
"2989";"Debera Kassulke";"754-33-2304";1992-12-11;"7529-3847-5396-1107";0;NA
"2990";"Jacob Vandervort";"685-91-3614";2001-05-09;"6419-7046-2581-1274";0;NA
"2991";"Emeline Hermiston";"344-13-9098";1998-09-22;"7607-8921-3144-4402";0;NA
"2992";"Jimmie Rodriguez";"572-82-9841";2002-09-25;"4917-8420-1155-3601";0;NA
"2993";"Chadwick Nader";"843-53-4266";1991-01-06;"2429-6880-5638-7545";0;NA
"2994";"Rocco Kulas";"829-34-9202";2003-08-06;"6305-3857-8791-6676";0;NA
"2995";"Gil Johnston";"955-29-3212";2000-07-09;"2577-3669-6434-4866";0;NA
"2996";"Marlys Goldner";"475-31-3989";2003-03-06;"4454-3155-9096-7555";0;NA
"2997";"Gaston Ebert";"422-41-4267";2002-10-21;"5111-5774-6846-5095";0;NA
"2998";"Karisa Schaden";"716-85-5336";2001-01-14;"5329-1235-4320-8175";0;NA
"2999";"Rhiannon Dooley";"624-20-2219";2001-07-28;"8330-8736-9518-3149";1;"2017-05-31"
"3000";"Saturnina Becker";"144-14-7006";2002-06-03;"9442-6447-9281-8096";0;NA
"3001";"Brinda Kling";"400-34-6514";2000-07-18;"2767-3278-5539-2901";0;NA
"3002";"Ayako Dibbert";"288-49-8290";2000-03-15;"8310-2075-2224-2087";1;"2017-01-14"
"3003";"Nedra Marvin";"438-84-4003";2002-07-18;"5853-2001-1090-3935";0;NA
"3004";"Shan Rippin";"614-45-4997";1995-02-22;"3724-4819-4548-3358";0;NA
"3005";"Raye Franecki";"849-31-4827";1996-08-06;"3379-6825-2950-8671";0;NA
"3006";"Genie Kemmer";"463-16-8249";1997-12-14;"2855-3009-7677-3589";0;NA
"3007";"Thu Renner";"825-87-1208";1993-10-02;"3317-6518-3697-9991";0;NA
"3008";"Jared Feil";"471-13-5518";2003-03-19;"8769-7983-4283-8039";0;NA
"3009";"Reta Rau";"338-32-5507";1991-09-20;"5014-1739-8919-9171";0;NA
"3010";"Iona Prohaska";"620-69-3819";1991-01-02;"7310-3554-4328-1849";1;"2014-08-11"
"3011";"Marna Lebsack";"787-14-4494";1999-05-20;"8637-3189-8570-3348";0;NA
"3012";"Stan Hammes";"997-17-4303";1996-11-27;"3118-6018-5675-1909";0;NA
"3013";"Sherril Towne";"700-20-5593";2001-11-08;"5684-6846-2203-4012";0;NA
"3014";"Jolene Fay";"412-30-2962";1996-09-01;"4634-2474-3125-9305";0;NA
"3015";"Mauro Treutel";"280-54-8616";2003-09-11;"3928-4443-3039-1367";0;NA
"3016";"Danial Nolan";"290-48-5927";1996-11-14;"7595-3907-5744-5086";0;NA
"3017";"Mack Nader";"952-73-4245";1992-12-14;"4134-2460-1924-5735";1;"2019-04-03"
"3018";"Lois Schumm";"214-82-4622";1991-09-11;"8979-4481-5841-7563";0;NA
"3019";"Carlee Lesch";"379-29-6591";2000-04-06;"7968-5037-3339-2418";0;NA
"3020";"Carry Turner";"706-63-3490";1990-12-16;"1063-9566-2338-8440";1;"2017-11-06"
"3021";"Gino Schowalter";"706-92-5222";1993-10-05;"4375-1672-4687-2147";0;NA
"3022";"Tommie Stroman";"293-24-6699";1990-04-06;"8469-2209-7573-3482";0;NA
"3023";"Lola Herzog";"251-14-3860";2001-11-16;"9516-3722-5227-4694";0;NA
"3024";"Analisa Rempel";"800-65-2700";1990-06-25;"5730-7217-8208-6509";1;"2009-05-11"
"3025";"Richard Predovic";"653-98-8950";1990-08-09;"7455-9432-3187-7116";0;NA
"3026";"Teodoro Wiegand";"626-78-2219";1997-11-13;"3187-4626-9004-7589";0;NA
"3027";"Maya Wolf";"227-28-7722";1994-03-01;"2911-2476-6216-6888";1;"2005-08-30"
"3028";"Micheal Shields";"417-39-4763";1994-04-11;"6609-5879-4827-9661";0;NA
"3029";"Reed Conroy";"721-81-6495";1991-02-26;"1953-6984-7930-9434";1;"2015-02-07"
"3030";"Matthew Gutkowski";"144-74-3652";1995-10-21;"3037-1621-4237-9600";0;NA
"3031";"Bree Parker";"579-74-2636";1999-09-15;"4092-6669-6213-8954";0;NA
"3032";"Jayson Gerlach";"419-83-1696";1998-11-21;"3169-3828-3914-4349";0;NA
"3033";"Elwood Lindgren";"530-93-7159";1993-06-11;"4108-2833-6296-7180";1;"2011-04-12"
"3034";"Jamal Rodriguez";"882-54-8212";1996-07-15;"5983-8452-5361-7516";0;NA
"3035";"Hong Schimmel";"625-47-1470";1999-01-28;"5651-6060-6396-3105";0;NA
"3036";"Esther Murazik";"424-72-5266";1994-10-14;"8467-4267-8417-9847";1;"2013-12-10"
"3037";"Jewell Gleichner";"668-96-8144";2002-10-24;"8095-2183-7422-4208";0;NA
"3038";"Adan Waters";"812-91-4086";1994-04-23;"2741-2044-1434-6681";1;"2013-06-19"
"3039";"Milan Hammes";"758-41-3356";1991-11-13;"4797-4787-3448-9739";0;NA
"3040";"Frederica Wiza";"638-68-1631";1992-11-01;"9718-8076-5704-3503";1;"2019-03-26"
"3041";"Shanell Schuppe";"895-44-7221";1990-02-19;"5905-2542-5459-9133";0;NA
"3042";"Carlton Gerhold";"812-46-8805";1993-09-18;"7007-8871-3183-8328";0;NA
"3043";"Milissa Barrows";"232-84-9922";1996-07-26;"2242-3030-8187-4041";0;NA
"3044";"Buster Smith";"586-17-8953";1993-07-23;"6731-8450-8572-8667";0;NA
"3045";"Marvin Schneider";"109-69-4213";2000-12-14;"8862-9817-1590-8495";1;"2009-09-05"
"3046";"Cortney White";"659-91-4304";1993-01-01;"8779-6831-9633-8774";0;NA
"3047";"Rolf Jacobson";"987-21-6422";1997-11-16;"7372-3088-9355-4713";0;NA
"3048";"Todd Graham";"247-77-2559";1997-07-15;"3339-7694-7623-2004";1;"2010-04-20"
"3049";"Josue Rice";"937-33-2676";2001-11-13;"4114-1616-1766-9271";0;NA
"3050";"Bobby Vandervort";"607-37-8218";1997-09-21;"2086-4093-8628-7316";0;NA
"3051";"Rueben Bauch";"178-38-4713";1996-10-21;"9692-5986-3731-4197";0;NA
"3052";"Barbar Luettgen";"323-26-1323";2003-03-22;"7907-1968-5280-2176";0;NA
"3053";"Phylicia Swaniawski";"714-43-7034";1990-05-17;"1616-1180-3141-8062";1;"2015-05-03"
"3054";"Courtney Jast";"824-55-9955";1992-04-13;"1614-3547-7542-5214";0;NA
"3055";"Jolynn Kovacek";"548-36-2781";2000-06-16;"6145-2654-3668-4394";0;NA
"3056";"Ira Okuneva";"480-94-6205";2000-02-10;"9290-1824-1292-2588";0;NA
"3057";"Cyrus Streich";"977-18-5489";1992-05-01;"4400-1950-2149-7215";0;NA
"3058";"Elbert Aufderhar";"546-17-8443";1993-07-08;"2184-4676-4316-3889";1;"2020-02-12"
"3059";"Vito Deckow";"295-76-4468";2001-10-21;"1192-4072-8633-6796";0;NA
"3060";"Jacklyn Ryan";"410-83-9312";2002-11-14;"9163-5597-7284-9001";0;NA
"3061";"Caterina Baumbach";"168-14-9665";2001-06-05;"3307-8752-6898-3093";0;NA
"3062";"Dong Jakubowski";"102-42-3662";2003-06-27;"8789-3858-6435-6704";1;"2019-01-06"
"3063";"Tobias Moen";"833-34-1975";1998-04-30;"1190-9786-7119-9416";1;"2009-03-15"
"3064";"Matt Bernhard";"605-74-2118";1997-10-05;"3323-4030-7763-8314";0;NA
"3065";"Claudie Lynch";"231-20-8183";2002-11-21;"1869-9702-9210-9241";0;NA
"3066";"Crysta Hamill";"746-85-8966";1990-05-07;"3970-3049-9159-9457";0;NA
"3067";"Alice Collier";"855-70-3885";1998-09-21;"4966-5756-7172-2335";1;"2016-05-31"
"3068";"Rogelio Ryan";"682-52-3275";1991-07-14;"3673-8105-1273-9241";0;NA
"3069";"Eduardo McLaughlin";"645-66-8854";1990-06-28;"5683-6603-4311-1277";0;NA
"3070";"Fay Kilback";"319-32-1250";1996-05-23;"5618-2087-3135-1737";0;NA
"3071";"Joey Gutkowski";"792-61-4107";2002-02-11;"2037-7570-4998-2152";0;NA
"3072";"Tyrone Sanford";"106-50-5921";2000-11-27;"4893-8740-4930-6047";0;NA
"3073";"Hoyt Boehm";"903-21-7964";2000-10-02;"1446-5376-3648-1184";0;NA
"3074";"Renda Collins";"142-24-2411";1999-12-25;"5700-7728-4625-1090";0;NA
"3075";"Olen Bergstrom";"501-28-2868";2000-05-13;"8790-9821-5480-2384";0;NA
"3076";"Shelton Stokes";"522-72-8760";1996-10-03;"9578-6611-9666-7846";0;NA
"3077";"Jerald Schmeler";"448-10-2846";1998-08-16;"4400-2975-8968-5284";0;NA
"3078";"Madlyn O'Keefe";"800-11-1835";1990-08-01;"4972-3617-5002-4967";0;NA
"3079";"Renate McKenzie";"473-44-3872";2003-06-15;"3905-5134-2760-9378";0;NA
"3080";"Amos Gorczany";"656-40-8540";2000-10-09;"7264-6688-3135-1821";0;NA
"3081";"Devin Ledner";"945-70-4127";1998-07-31;"8701-1217-2623-5950";0;NA
"3082";"Carmelina Towne";"549-89-6191";1992-09-12;"5841-2590-1880-4641";0;NA
"3083";"Oscar Fritsch";"340-90-5838";2000-06-12;"8986-3752-2662-4617";0;NA
"3084";"Allyson Moore";"373-53-1553";2001-10-30;"1739-6234-7043-1128";0;NA
"3085";"Ramon Little";"601-16-8298";1991-01-10;"9672-5826-3272-4302";1;"2005-01-30"
"3086";"Robby Schumm";"258-64-2064";2002-09-06;"2423-6034-3388-8245";0;NA
"3087";"Glinda Leannon";"697-36-2165";1992-05-31;"9925-1102-1336-2358";0;NA
"3088";"Penny Farrell";"794-79-3238";1993-01-13;"9747-1458-5386-3331";0;NA
"3089";"Carey Wolf";"984-40-1301";1996-03-29;"2573-1959-7463-2873";0;NA
"3090";"Tyrell Bailey";"560-48-1322";1998-07-10;"5937-3553-8970-7032";0;NA
"3091";"John Schumm";"482-67-2459";1997-05-26;"6724-8812-9861-8494";1;"2016-08-02"
"3092";"Bennie Runolfsson";"190-19-9604";1996-01-20;"9368-5417-6293-5063";0;NA
"3093";"Rosy Hilll";"132-53-6204";2003-02-12;"2731-2814-1657-7056";0;NA
"3094";"Marci Grimes";"381-43-2604";2000-05-20;"8303-5394-2676-3895";1;"2007-08-23"
"3095";"Chara Gusikowski";"212-85-2498";1996-12-06;"6996-6756-9752-8841";0;NA
"3096";"Elwood Will";"243-76-4257";1995-06-22;"2303-6851-2090-2306";0;NA
"3097";"Sandy Rempel";"986-29-2354";2003-09-17;"3712-7031-5398-2030";1;"2010-03-12"
"3098";"Lelia Frami";"877-84-5111";1990-02-04;"8769-9211-1564-2771";0;NA
"3099";"Jennell Nienow";"285-42-5662";1994-11-13;"4773-1566-6644-2275";0;NA
"3100";"Cyrus Stroman";"651-42-1589";1996-04-06;"2843-9162-9017-5343";0;NA
"3101";"Trista Franecki";"694-75-8576";2003-12-30;"3086-6157-3868-8946";1;"2004-08-02"
"3102";"Yanira Goyette";"237-20-2723";1992-03-23;"3072-3720-6589-3617";0;NA
"3103";"Johna Moore";"472-92-7115";1994-05-07;"5512-7913-5418-7779";0;NA
"3104";"Paulina Gislason";"319-58-1129";1997-03-22;"6183-8963-6000-1620";0;NA
"3105";"Donnie Pouros";"689-37-4425";2000-02-16;"7213-8812-9792-4114";0;NA
"3106";"Dung Pagac";"680-16-7314";1997-05-17;"6832-5529-3458-6953";0;NA
"3107";"Katy Simonis";"964-40-3527";1996-10-14;"5843-4558-6797-5072";0;NA
"3108";"Carlos Schuppe";"959-87-8392";1992-11-21;"5850-9679-8235-6912";0;NA
"3109";"Bernardine Zboncak";"721-83-3412";2000-03-10;"2887-1394-1637-6026";0;NA
"3110";"Alfredo Emmerich";"692-63-8698";1994-12-19;"8249-5630-1379-4412";0;NA
"3111";"Elda Yost";"543-93-8298";2003-06-24;"2373-2029-3268-7272";1;"2008-07-22"
"3112";"Harold VonRueden";"521-66-8383";1997-11-28;"7428-4555-9342-9156";1;"2015-04-18"
"3113";"Branden Carroll";"249-25-8285";1995-01-11;"3273-4537-6314-5948";0;NA
"3114";"Gloria VonRueden";"251-63-9781";1998-12-01;"9486-9579-3878-8512";1;"2017-11-08"
"3115";"Doreatha Larson";"661-44-1753";1991-04-06;"9798-9105-2598-7873";0;NA
"3116";"Krystle Lockman";"566-67-7515";1993-01-16;"4336-7752-3305-6585";0;NA
"3117";"Edwardo Johnston";"823-62-8609";1996-03-26;"9549-7835-7347-3655";0;NA
"3118";"Tianna Turcotte";"253-74-4004";2001-12-06;"8233-2663-7474-9814";0;NA
"3119";"Trey Raynor";"102-81-2600";1997-12-31;"1440-1482-4825-3305";0;NA
"3120";"Octavio Donnelly";"585-69-2186";2003-04-06;"4935-1138-8414-8638";0;NA
"3121";"Kandice Daniel";"572-70-3235";1992-04-04;"9267-5694-4593-4958";0;NA
"3122";"Jenna Monahan";"205-84-5906";1991-09-26;"9204-1493-9841-4818";0;NA
"3123";"Trinh Strosin";"817-12-1562";1998-05-25;"1077-4261-5610-6123";1;"2020-06-22"
"3124";"Wilfred Kutch";"374-19-9513";1998-08-11;"2928-4354-6521-2959";0;NA
"3125";"Louie Hilll";"144-23-4547";1992-08-20;"5643-1218-2302-9791";1;"2005-07-30"
"3126";"Elvina Nitzsche";"905-47-8800";1990-01-30;"3469-7885-1838-4944";0;NA
"3127";"Nanette Johns";"743-20-9924";1999-12-26;"5326-2375-1380-3386";0;NA
"3128";"Ernesto Schamberger";"981-12-2991";1994-12-26;"6076-1983-4188-7281";0;NA
"3129";"Tiny Homenick";"493-47-6226";1996-06-17;"5093-7421-3309-8410";0;NA
"3130";"Tory Hettinger";"912-69-6064";1994-07-13;"7464-6005-7999-1121";1;"2019-09-25"
"3131";"Rina Abbott";"123-85-7065";2000-04-20;"5339-6626-6347-2208";1;"2006-01-31"
"3132";"Frank Rodriguez";"596-26-6429";1994-06-16;"7987-8896-8367-2121";0;NA
"3133";"Corrina Gerhold";"905-75-7126";1990-02-15;"6589-2049-6955-4446";1;"2020-10-27"
"3134";"Laure Ernser";"424-26-7317";2002-06-17;"7815-9215-9937-5425";1;"2007-06-27"
"3135";"Katheleen Kemmer";"385-79-1125";1998-03-20;"5836-9164-3913-7715";0;NA
"3136";"Isreal Sawayn";"751-99-4826";1990-11-21;"6722-2807-8940-4639";0;NA
"3137";"Suellen Batz";"770-86-7354";1995-06-05;"9137-8391-6821-5240";0;NA
"3138";"Susana Kassulke";"366-11-8009";1993-11-08;"7534-6192-1998-4347";0;NA
"3139";"Yetta Nader";"582-71-1791";1991-02-18;"2413-4422-4058-1011";0;NA
"3140";"Clarice Lockman";"850-64-5692";1998-07-22;"6007-2536-8983-9220";0;NA
"3141";"Timothy Walker";"497-54-1489";2002-05-19;"3518-1978-1868-4425";0;NA
"3142";"Tyrell Abbott";"843-14-6699";1993-04-24;"3807-2522-7294-5827";1;"2016-02-10"
"3143";"Adan Purdy";"593-72-4742";1993-01-24;"7614-3227-6201-8208";1;"2011-03-12"
"3144";"Waltraud Prosacco";"377-95-9273";1991-06-15;"6249-5956-7415-4104";1;"2010-03-21"
"3145";"Bennett Douglas";"363-72-8791";1993-06-04;"3920-6780-5733-5232";0;NA
"3146";"Forest Oberbrunner";"196-72-2320";1998-08-31;"2635-3917-9833-6260";0;NA
"3147";"Lieselotte Hettinger";"148-59-6085";2001-05-28;"4948-7970-8502-1361";0;NA
"3148";"Gayle Bahringer";"333-77-5633";1994-04-22;"6659-8682-5362-9444";0;NA
"3149";"Muriel Dibbert";"195-60-5044";2000-09-22;"2756-8235-4471-7578";0;NA
"3150";"Shavon Hermann";"594-16-5052";1998-12-17;"2329-3122-1894-4963";0;NA
"3151";"Rolando Blick";"386-92-9915";1995-05-31;"1408-7637-2258-1947";0;NA
"3152";"Bethann McCullough";"341-58-3319";1997-12-03;"8610-9864-6344-1514";0;NA
"3153";"Reyes Koepp";"917-19-5570";1991-02-11;"9527-6704-6264-9028";0;NA
"3154";"Jani Hyatt";"286-35-3698";2000-06-08;"3667-9878-2034-3423";0;NA
"3155";"Kermit Veum";"341-56-7202";2002-03-01;"4002-9228-3488-8470";0;NA
"3156";"Wm Parisian";"812-46-6803";2001-02-28;"1666-9217-1005-1957";1;"2007-05-02"
"3157";"Etta Wintheiser";"843-94-8100";2003-08-04;"3294-4437-1101-6858";1;"2018-03-22"
"3158";"Avelina Nolan";"478-11-6686";2003-08-08;"5443-4731-6093-5473";0;NA
"3159";"Clarice Jacobson";"806-12-3211";1992-01-23;"5453-7092-9107-5278";0;NA
"3160";"Deann Kohler";"533-13-8898";1998-08-29;"3367-3478-2646-1095";0;NA
"3161";"Nobuko Rodriguez";"545-31-3026";1992-02-18;"2518-9722-8788-8101";1;"2004-06-08"
"3162";"May Wyman";"864-46-7524";1996-08-27;"9889-7457-3185-7419";1;"2010-07-18"
"3163";"Jeffrey Haley";"141-85-9109";1990-12-27;"8646-7669-5656-8673";1;"2006-06-02"
"3164";"Ashley Buckridge";"739-73-8371";1992-09-16;"6677-3919-8442-3611";0;NA
"3165";"Russell Bergnaum";"835-30-6691";1996-06-03;"9262-2669-9500-3729";1;"2006-03-19"
"3166";"Lyndsay Dibbert";"809-89-6402";1993-02-24;"6636-2840-1661-9214";1;"2011-09-18"
"3167";"Marita Simonis";"411-67-8991";1996-02-25;"6529-7055-1121-7972";0;NA
"3168";"Jackie Hansen";"998-22-8972";1992-02-05;"3149-3017-5805-3982";0;NA
"3169";"Jerald Thiel";"970-19-5314";1991-07-23;"5011-1394-7082-7299";1;"2016-11-05"
"3170";"Asha Cartwright";"275-69-6038";2003-03-10;"2979-3134-9923-5066";0;NA
"3171";"Adolfo Halvorson";"946-91-6115";2001-03-24;"1833-6706-2678-3171";0;NA
"3172";"Jere Frami";"329-49-3543";1992-04-28;"3177-5382-8183-5268";0;NA
"3173";"Mechelle Welch";"928-93-9815";1997-01-09;"9616-3026-5134-5360";0;NA
"3174";"Harland O'Hara";"388-44-2581";2000-07-08;"4340-4340-9137-1415";0;NA
"3175";"Temika Medhurst";"640-94-2564";2000-06-18;"5581-8722-9208-3769";1;"2005-10-20"
"3176";"Rico Hudson";"141-15-4459";1997-02-14;"2312-8466-2312-1573";1;"2008-05-27"
"3177";"France Gulgowski";"798-44-9684";2002-04-24;"1991-4999-1264-2561";0;NA
"3178";"Gavin Rau";"452-35-3908";2000-12-17;"6880-3428-8744-1519";0;NA
"3179";"Edgardo Jast";"533-33-1989";1995-11-14;"9154-2841-4864-6251";0;NA
"3180";"Jackeline Olson";"757-35-5617";2003-12-28;"3461-6279-4273-3235";1;"2007-08-18"
"3181";"Nenita Mayert";"248-26-6941";1990-06-22;"7104-8111-6742-9183";0;NA
"3182";"Rosaria Upton";"620-29-8703";1995-03-25;"6734-5309-4613-7745";0;NA
"3183";"Rayford Hermann";"703-94-8575";1993-07-24;"1825-6187-4594-8675";0;NA
"3184";"Lucas Stiedemann";"214-49-2249";2001-01-08;"9227-7417-5597-6676";0;NA
"3185";"Issac Keeling";"749-92-8256";1992-11-12;"8973-4400-1551-6019";1;"2018-09-02"
"3186";"Joyce Legros";"149-78-9608";2003-10-27;"2750-2124-4646-8674";0;NA
"3187";"Tawny Schiller";"236-79-5951";1998-06-16;"5234-3004-3897-3019";1;"2005-03-08"
"3188";"Lakita Lebsack";"975-54-3316";1993-09-05;"6696-3711-1024-5913";0;NA
"3189";"Noah Ferry";"382-41-8716";2001-08-15;"6602-8735-3874-8702";0;NA
"3190";"Prince Herman";"298-44-3572";1990-09-21;"5076-8040-5642-8390";1;"2010-01-24"
"3191";"Paulita Homenick";"897-37-4470";2001-10-29;"8187-1862-2810-2757";0;NA
"3192";"Esteban Swift";"244-38-1576";1995-08-25;"7794-6663-8118-8498";0;NA
"3193";"Irmgard Streich";"872-41-5181";1999-05-04;"7852-1293-1011-4598";0;NA
"3194";"Callie Witting";"497-39-3175";2001-06-29;"9333-6631-7077-7682";0;NA
"3195";"Claude Greenholt";"249-68-7171";2001-02-12;"6648-9609-2383-3902";0;NA
"3196";"Leanna Pollich";"471-79-9367";1995-12-10;"4271-3345-9855-8469";0;NA
"3197";"Randy Keebler";"567-74-3065";1998-05-22;"2090-8564-4642-2862";0;NA
"3198";"Maryland Wisozk";"760-96-9356";1991-04-07;"8699-9662-7087-4968";0;NA
"3199";"Giovanni Bosco";"154-32-5633";2000-12-01;"1494-3408-2657-3865";0;NA
"3200";"Tangela Bergstrom";"377-76-5112";1996-04-05;"7513-9471-6199-3599";1;"2017-02-03"
"3201";"Eneida Greenholt";"791-99-4424";1991-05-01;"5277-5142-7458-6048";0;NA
"3202";"Klara Schultz";"356-64-5507";1993-09-02;"4323-6244-6445-7949";0;NA
"3203";"Reginald Quitzon";"246-43-6505";1993-02-23;"5097-5875-3668-3844";0;NA
"3204";"Abe Bashirian";"695-78-3250";2000-12-31;"7809-2633-3892-3579";0;NA
"3205";"Boris Morissette";"970-70-7082";2000-04-14;"1866-8489-7143-8933";1;"2015-10-13"
"3206";"Rachel O'Reilly";"485-20-3413";1993-01-19;"1493-6137-2812-9516";1;"2018-11-18"
"3207";"Yadira Nader";"466-92-9371";2000-10-31;"4177-9440-4446-9694";0;NA
"3208";"Jae Moen";"887-39-7775";1998-12-09;"2950-6980-1030-1744";0;NA
"3209";"Garry Kiehn";"122-69-6897";1992-03-16;"2203-3306-6772-1890";0;NA
"3210";"Katherin Grimes";"385-20-9925";2000-12-11;"7703-7619-9935-6528";1;"2004-01-22"
"3211";"Shannon Klocko";"784-42-7244";2003-06-12;"2598-9563-3888-7361";1;"2018-06-28"
"3212";"Betsey Grady";"975-47-4720";1998-01-29;"7239-6779-8675-4890";0;NA
"3213";"Herb Kuhic";"454-61-2087";1994-09-07;"9286-6812-6642-8837";0;NA
"3214";"Alexander Champlin";"458-25-9262";2003-03-15;"6045-4641-8098-9840";1;"2005-07-17"
"3215";"Eddy Smitham";"396-36-6580";2002-04-25;"7427-3941-5543-2646";0;NA
"3216";"Octavio Schaefer";"139-56-9643";1994-05-19;"9981-3756-6689-8839";0;NA
"3217";"Son Kunde";"813-79-5291";1997-04-16;"7541-8576-7356-8576";0;NA
"3218";"Daphine Hermann";"420-61-7887";1996-04-19;"7984-8862-9359-2299";0;NA
"3219";"Sandy Turcotte";"984-44-2963";1991-04-25;"9338-2880-4664-2976";1;"2017-04-06"
"3220";"Leisha Mante";"718-91-1992";1994-01-03;"4034-7053-8720-5383";1;"2011-05-10"
"3221";"Rachell Gerlach";"883-41-5962";1996-02-05;"9231-9983-6207-5327";0;NA
"3222";"Rosario Upton";"432-94-3559";1995-12-13;"3305-6273-7672-6509";0;NA
"3223";"Rolland Robel";"825-52-2030";1996-06-04;"3562-3266-8238-7584";0;NA
"3224";"Galen Leannon";"496-27-6909";2000-11-22;"1218-3481-3448-3071";0;NA
"3225";"Phillip Schulist";"547-22-5919";1995-03-22;"6700-1946-2360-9811";0;NA
"3226";"Charlie Veum";"121-32-6017";1992-08-09;"4969-8695-2918-6998";0;NA
"3227";"Rex Yost";"945-64-6326";2000-03-28;"2144-3838-9994-8523";1;"2015-05-11"
"3228";"Ted Predovic";"697-41-9422";1994-09-29;"2924-9889-1845-8258";0;NA
"3229";"Kallie Wintheiser";"179-41-7798";1996-09-09;"8902-3733-7639-4764";1;"2009-07-06"
"3230";"Dewayne Reinger";"476-18-7550";1994-05-05;"5224-4041-1547-9839";0;NA
"3231";"Leann Rogahn";"786-92-2648";1995-12-16;"4632-5079-9052-7404";1;"2019-06-22"
"3232";"Susannah Gislason";"496-33-4762";1990-03-13;"7689-8350-6470-1790";1;"2005-05-22"
"3233";"Kendall Johnston";"592-27-6979";2001-08-23;"2428-7414-7092-3065";0;NA
"3234";"Chadwick Schroeder";"974-25-5353";2000-05-11;"4954-8672-3486-6320";0;NA
"3235";"Eloy Kemmer";"900-87-8853";1997-09-29;"4885-4016-7748-7689";1;"2018-12-10"
"3236";"Doria Brown";"577-12-4281";1994-09-03;"7186-1216-8448-3877";0;NA
"3237";"Everett Mayer";"647-36-1060";1991-06-10;"5400-1195-6109-3775";0;NA
"3238";"Stephaine Reichel";"524-90-2475";2003-07-13;"8896-1236-2631-6275";0;NA
"3239";"Adam Stoltenberg";"441-61-1187";1997-01-21;"1289-7214-9682-7210";0;NA
"3240";"Dick Hansen";"583-74-1845";2001-04-07;"2516-2418-3511-1243";0;NA
"3241";"Adolfo Kerluke";"526-27-7976";1997-01-12;"3342-3769-4021-6898";0;NA
"3242";"Herman Nitzsche";"600-10-7095";1999-05-09;"7953-9503-4152-8046";0;NA
"3243";"Tamala Considine";"427-36-4181";1995-10-08;"3414-1670-5925-2063";0;NA
"3244";"Naoma Carter";"389-26-8463";2000-09-27;"7853-9837-3854-5720";1;"2019-05-16"
"3245";"Mika Connelly";"777-38-3399";1991-03-09;"1350-9830-5481-8988";0;NA
"3246";"Terrell Gutmann";"774-73-6933";2002-05-28;"4262-5918-9766-7325";0;NA
"3247";"Tory McKenzie";"305-95-5618";1992-04-30;"1471-2662-7795-5072";0;NA
"3248";"Jeffrey Mraz";"552-47-7480";1997-08-02;"1064-2610-6386-6727";0;NA
"3249";"Andra Torp";"304-14-8519";1991-06-07;"3537-5815-1593-2418";1;"2015-07-09"
"3250";"Lucius Barrows";"734-51-1018";1994-03-09;"1128-1132-2491-5556";0;NA
"3251";"Lynn Terry";"196-10-6527";2000-09-09;"2052-4205-4503-5188";1;"2019-09-03"
"3252";"Loris Stark";"915-52-7684";1995-12-25;"3303-7744-1062-5377";0;NA
"3253";"Sam Mills";"773-96-9477";2003-12-05;"2827-6867-5985-6269";0;NA
"3254";"Jenny Steuber";"209-43-2412";1993-08-22;"6256-3650-3207-9536";1;"2012-03-01"
"3255";"Kandice Wisoky";"462-44-9016";1991-11-26;"2035-4317-2695-9774";0;NA
"3256";"Antonia Marvin";"511-35-5028";2002-12-08;"2330-9985-1105-6160";0;NA
"3257";"Colin Von";"494-90-9890";2002-03-23;"9291-9842-9096-2115";1;"2016-06-13"
"3258";"Joni Batz";"915-53-1586";2002-08-24;"9076-2801-1172-8209";1;"2016-09-24"
"3259";"Bertie Nikolaus";"120-39-3215";1995-04-18;"6462-6578-3570-9596";1;"2016-09-23"
"3260";"Regenia Gusikowski";"707-65-3686";1995-09-16;"3427-5095-3291-2933";0;NA
"3261";"Jerome McCullough";"765-44-9902";1998-06-03;"6435-5819-4413-3890";0;NA
"3262";"Stanford Kassulke";"719-45-7226";1999-09-23;"2360-4771-1408-9823";0;NA
"3263";"Brigette Gleichner";"798-26-1449";1992-08-05;"5456-8444-8242-9505";0;NA
"3264";"Andy Considine";"458-56-4797";1998-06-01;"9232-1805-4674-2225";0;NA
"3265";"Chia Huel";"107-61-3207";1996-01-24;"5353-2878-9967-4563";1;"2011-05-28"
"3266";"Dorian Klocko";"426-15-7935";1998-02-27;"3309-6600-2533-5075";0;NA
"3267";"Joette Dickinson";"973-90-7219";1997-04-18;"6449-9750-6583-9066";0;NA
"3268";"Daren Haag";"119-45-6226";1999-07-18;"7154-7917-8064-8037";0;NA
"3269";"Beckie VonRueden";"563-10-1793";2001-03-01;"1533-8675-1763-3341";0;NA
"3270";"Tena Stokes";"158-78-4387";2000-05-25;"2341-1856-5934-6967";0;NA
"3271";"Emmaline Schmitt";"461-68-7660";2001-04-26;"8535-4094-9806-4979";0;NA
